fen,move,move_san,move_number,to_move,evaluation,piece_count
8/4r1p1/2N1ppR1/2P5/1pBrP2P/k5K1/P7/8 b - - 0 39,d4c4,Rxc4,78,black,1.5,15
8/4r1p1/2N1ppR1/2P5/1pr1P2P/k5K1/P7/8 w - - 0 40,c6e7,Nxe7,79,white,-1.8,14
8/4N1p1/4ppR1/2P5/1pr1P2P/k5K1/P7/8 b - - 0 40,a3a2,Kxa2,80,black,3.2,13
8/4N1p1/4ppR1/2P5/1pr1P2P/6K1/k7/8 w - - 0 41,g6g7,Rxg7,81,white,2.2,12
8/4N1R1/4pp2/2P5/1pr1P2P/6K1/k7/8 b - - 0 41,b4b3,b3,82,black,3.2,11
8/4N1R1/4pp2/2P5/2r1P2P/1p4K1/k7/8 w - - 0 42,e7g8,Ng8,83,white,3.2,11
6N1/6R1/4pp2/2P5/2r1P2P/1p4K1/k7/8 b - - 1 42,b3b2,b2,84,black,3.2,11
6N1/6R1/4pp2/2P5/2r1P2P/6K1/kp6/8 w - - 0 43,g7b7,Rb7,85,white,3.2,11
6N1/1R6/4pp2/2P5/2r1P2P/6K1/kp6/8 b - - 1 43,c4c3,Rc3+,86,black,3.2,11
6N1/1R6/4pp2/2P5/4P2P/2r3K1/kp6/8 w - - 2 44,g3g4,Kg4,87,white,3.2,11
6N1/1R6/4pp2/2P5/4P1KP/2r5/kp6/8 b - - 3 44,c3b3,Rb3,88,black,3.2,11
6N1/1R6/4pp2/2P5/4P1KP/1r6/kp6/8 w - - 4 45,b7a7,Ra7+,89,white,3.2,11
6N1/R7/4pp2/2P5/4P1KP/1r6/kp6/8 b - - 5 45,b3a3,Ra3,90,black,3.2,11
6N1/R7/4pp2/2P5/4P1KP/r7/kp6/8 w - - 6 46,a7b7,Rb7,91,white,3.2,11
6N1/1R6/4pp2/2P5/4P1KP/r7/kp6/8 b - - 7 46,a3b3,Rb3,92,black,3.2,11
6N1/1R6/4pp2/2P5/4P1KP/1r6/kp6/8 w - - 8 47,b7a7,Ra7+,93,white,3.2,11
6N1/R7/4pp2/2P5/4P1KP/1r6/kp6/8 b - - 9 47,b3a3,Ra3,94,black,3.2,11
6N1/R7/4pp2/2P5/4P1KP/r7/kp6/8 w - - 10 48,a7b7,Rb7,95,white,3.2,11
6N1/1R6/4pp2/2P5/4P1KP/r7/kp6/8 b - - 11 48,f6f5,f5+,96,black,3.2,11
6N1/1R6/4p3/2P2p2/4P1KP/r7/kp6/8 w - - 0 49,e4f5,exf5,97,white,3.2,11
6N1/1R6/4p3/2P2P2/6KP/r7/kp6/8 b - - 0 49,e6f5,exf5+,98,black,4.2,10
r1bqk2r/pppp1ppp/2n5/4P3/1bP2Bn1/5N2/PP2PPPP/RN1QKB1R w KQkq - 5 6,b1c3,Nc3,11,white,1.0,31
r1bqk2r/pppp1ppp/2n5/4P3/1bP2Bn1/2N2N2/PP2PPPP/R2QKB1R b KQkq - 6 6,d8e7,Qe7,12,black,1.0,31
r1b1k2r/ppppqppp/2n5/4P3/1bP2Bn1/2N2N2/PP2PPPP/R2QKB1R w KQkq - 7 7,d1b3,Qb3,13,white,1.0,31
r1b1k2r/ppppqppp/2n5/4P3/1bP2Bn1/1QN2N2/PP2PPPP/R3KB1R b KQkq - 8 7,a7a5,a5,14,black,1.0,31
r1b1k2r/1pppqppp/2n5/p3P3/1bP2Bn1/1QN2N2/PP2PPPP/R3KB1R w KQkq - 0 8,a2a3,a3,15,white,1.0,31
r1b1k2r/1pppqppp/2n5/p3P3/1bP2Bn1/PQN2N2/1P2PPPP/R3KB1R b KQkq - 0 8,a5a4,a4,16,black,1.0,31
r1b1k2r/1pppqppp/2n5/4P3/pbP2Bn1/PQN2N2/1P2PPPP/R3KB1R w KQkq - 0 9,b3c2,Qc2,17,white,1.0,31
r1b1k2r/1pppqppp/2n5/4P3/pbP2Bn1/P1N2N2/1PQ1PPPP/R3KB1R b KQkq - 1 9,b4a5,Ba5,18,black,1.0,31
r1b1k2r/1pppqppp/2n5/b3P3/p1P2Bn1/P1N2N2/1PQ1PPPP/R3KB1R w KQkq - 2 10,e2e3,e3,19,white,1.0,31
r1b1k2r/1pppqppp/2n5/b3P3/p1P2Bn1/P1N1PN2/1PQ2PPP/R3KB1R b KQkq - 0 10,g4e5,Ngxe5,20,black,1.0,31
r1b1k2r/1pppqppp/2n5/b3n3/p1P2B2/P1N1PN2/1PQ2PPP/R3KB1R w KQkq - 0 11,f3e5,Nxe5,21,white,0.0,30
r1b1k2r/1pppqppp/2n5/b3N3/p1P2B2/P1N1P3/1PQ2PPP/R3KB1R b KQkq - 0 11,c6e5,Nxe5,22,black,3.2,29
r1b1k2r/1pppqppp/8/b3n3/p1P2B2/P1N1P3/1PQ2PPP/R3KB1R w KQkq - 0 12,a1c1,Rc1,23,white,0.0,28
r1b1k2r/1pppqppp/8/b3n3/p1P2B2/P1N1P3/1PQ2PPP/2R1KB1R b Kkq - 1 12,e8g8,O-O,24,black,0.0,28
r1b2rk1/1pppqppp/8/b3n3/p1P2B2/P1N1P3/1PQ2PPP/2R1KB1R w K - 2 13,f4e5,Bxe5,25,white,0.0,28
r1b2rk1/1pppqppp/8/b3B3/p1P5/P1N1P3/1PQ2PPP/2R1KB1R b K - 0 13,e7e5,Qxe5,26,black,3.2,27
r1b2rk1/1ppp1ppp/8/b3q3/p1P5/P1N1P3/1PQ2PPP/2R1KB1R w K - 0 14,f1d3,Bd3,27,white,-0.1,26
r1b2rk1/1ppp1ppp/8/b3q3/p1P5/P1NBP3/1PQ2PPP/2R1K2R b K - 1 14,g7g6,g6,28,black,-0.1,26
r1b2rk1/1ppp1p1p/6p1/b3q3/p1P5/P1NBP3/1PQ2PPP/2R1K2R w K - 0 15,e1g1,O-O,29,white,-0.1,26
r1b2rk1/1ppp1p1p/6p1/b3q3/p1P5/P1NBP3/1PQ2PPP/2R2RK1 b - - 1 15,a5c3,Bxc3,30,black,-0.1,26
r1b2rk1/1ppp1p1p/6p1/4q3/p1P5/P1bBP3/1PQ2PPP/2R2RK1 w - - 0 16,c2c3,Qxc3,31,white,-3.3,25
r1b2rk1/1ppp1p1p/6p1/4q3/p1P5/P1QBP3/1P3PPP/2R2RK1 b - - 0 16,d7d6,d6,32,black,0.0,24
r1b2rk1/1pp2p1p/3p2p1/4q3/p1P5/P1QBP3/1P3PPP/2R2RK1 w - - 0 17,c3e5,Qxe5,33,white,0.0,24
r1b2rk1/1pp2p1p/3p2p1/4Q3/p1P5/P2BP3/1P3PPP/2R2RK1 b - - 0 17,d6e5,dxe5,34,black,9.0,23
r1b2rk1/1pp2p1p/6p1/4p3/p1P5/P2BP3/1P3PPP/2R2RK1 w - - 0 18,f1d1,Rfd1,35,white,0.0,22
r1b2rk1/1pp2p1p/6p1/4p3/p1P5/P2BP3/1P3PPP/2RR2K1 b - - 1 18,c8e6,Be6,36,black,0.0,22
r4rk1/1pp2p1p/4b1p1/4p3/p1P5/P2BP3/1P3PPP/2RR2K1 w - - 2 19,f2f4,f4,37,white,0.0,22
r4rk1/1pp2p1p/4b1p1/4p3/p1P2P2/P2BP3/1P4PP/2RR2K1 b - - 0 19,e5f4,exf4,38,black,0.0,22
r4rk1/1pp2p1p/4b1p1/8/p1P2p2/P2BP3/1P4PP/2RR2K1 w - - 0 20,e3f4,exf4,39,white,-1.0,21
r4rk1/1pp2p1p/4b1p1/8/p1P2P2/P2B4/1P4PP/2RR2K1 b - - 0 20,e6g4,Bg4,40,black,0.0,20
r4rk1/1pp2p1p/6p1/8/p1P2Pb1/P2B4/1P4PP/2RR2K1 w - - 1 21,d1d2,Rd2,41,white,0.0,20
r4rk1/1pp2p1p/6p1/8/p1P2Pb1/P2B4/1P1R2PP/2R3K1 b - - 2 21,a8d8,Rad8,42,black,0.0,20
3r1rk1/1pp2p1p/6p1/8/p1P2Pb1/P2B4/1P1R2PP/2R3K1 w - - 3 22,c1c2,Rcc2,43,white,0.0,20
3r1rk1/1pp2p1p/6p1/8/p1P2Pb1/P2B4/1PRR2PP/6K1 b - - 4 22,f8e8,Rfe8,44,black,0.0,20
3rr1k1/1pp2p1p/6p1/8/p1P2Pb1/P2B4/1PRR2PP/6K1 w - - 5 23,d3f1,Bf1,45,white,0.0,20
3rr1k1/1pp2p1p/6p1/8/p1P2Pb1/P7/1PRR2PP/5BK1 b - - 6 23,g4f5,Bf5,46,black,0.0,20
3rr1k1/1pp2p1p/6p1/5b2/p1P2P2/P7/1PRR2PP/5BK1 w - - 7 24,d2d8,Rxd8,47,white,0.0,20
3Rr1k1/1pp2p1p/6p1/5b2/p1P2P2/P7/1PR3PP/5BK1 b - - 0 24,e8d8,Rxd8,48,black,5.0,19
3r2k1/1pp2p1p/6p1/5b2/p1P2P2/P7/1PR3PP/5BK1 w - - 0 25,c2e2,Re2,49,white,0.0,18
3r2k1/1pp2p1p/6p1/5b2/p1P2P2/P7/1P2R1PP/5BK1 b - - 1 25,d8d1,Rd1,50,black,0.0,18
6k1/1pp2p1p/6p1/5b2/p1P2P2/P7/1P2R1PP/3r1BK1 w - - 2 26,g1f2,Kf2,51,white,0.0,18
6k1/1pp2p1p/6p1/5b2/p1P2P2/P7/1P2RKPP/3r1B2 b - - 3 26,g8f8,Kf8,52,black,0.0,18
5k2/1pp2p1p/6p1/5b2/p1P2P2/P7/1P2RKPP/3r1B2 w - - 4 27,h2h3,h3,53,white,0.0,18
5k2/1pp2p1p/6p1/5b2/p1P2P2/P6P/1P2RKP1/3r1B2 b - - 0 27,d1d4,Rd4,54,black,0.0,18
5k2/1pp2p1p/6p1/5b2/p1Pr1P2/P6P/1P2RKP1/5B2 w - - 1 28,g2g3,g3,55,white,0.0,18
5k2/1pp2p1p/6p1/5b2/p1Pr1P2/P5PP/1P2RK2/5B2 b - - 0 28,d4c4,Rxc4,56,black,0.0,18
5k2/1pp2p1p/6p1/5b2/p1r2P2/P5PP/1P2RK2/5B2 w - - 0 29,e2d2,Rd2,57,white,-1.0,17
5k2/1pp2p1p/6p1/5b2/p1r2P2/P5PP/1P1R1K2/5B2 b - - 1 29,c4c1,Rc1,58,black,-1.0,17
5k2/1pp2p1p/6p1/5b2/p4P2/P5PP/1P1R1K2/2r2B2 w - - 2 30,f1g2,Bg2,59,white,-1.0,17
5k2/1pp2p1p/6p1/5b2/p4P2/P5PP/1P1R1KB1/2r5 b - - 3 30,c7c6,c6,60,black,-1.0,17
5k2/1p3p1p/2p3p1/5b2/p4P2/P5PP/1P1R1KB1/2r5 w - - 0 31,g3g4,g4,61,white,-1.0,17
5k2/1p3p1p/2p3p1/5b2/p4PP1/P6P/1P1R1KB1/2r5 b - - 0 31,f5e6,Be6,62,black,-1.0,17
5k2/1p3p1p/2p1b1p1/8/p4PP1/P6P/1P1R1KB1/2r5 w - - 1 32,f2e3,Ke3,63,white,-1.0,17
5k2/1p3p1p/2p1b1p1/8/p4PP1/P3K2P/1P1R2B1/2r5 b - - 2 32,f8e7,Ke7,64,black,-1.0,17
8/1p2kp1p/2p1b1p1/8/p4PP1/P3K2P/1P1R2B1/2r5 w - - 3 33,g2f3,Bf3,65,white,-1.0,17
8/1p2kp1p/2p1b1p1/8/p4PP1/P3KB1P/1P1R4/2r5 b - - 4 33,c1e1,Re1+,66,black,-1.0,17
8/1p2kp1p/2p1b1p1/8/p4PP1/P3KB1P/1P1R4/4r3 w - - 5 34,e3f2,Kf2,67,white,-1.0,17
8/1p2kp1p/2p1b1p1/8/p4PP1/P4B1P/1P1R1K2/4r3 b - - 6 34,e1b1,Rb1,68,black,-1.0,17
8/1p2kp1p/2p1b1p1/8/p4PP1/P4B1P/1P1R1K2/1r6 w - - 7 35,f3e4,Be4,69,white,-1.0,17
8/1p2kp1p/2p1b1p1/8/p3BPP1/P6P/1P1R1K2/1r6 b - - 8 35,b1c1,Rc1,70,black,-1.0,17
8/1p2kp1p/2p1b1p1/8/p3BPP1/P6P/1P1R1K2/2r5 w - - 9 36,d2c2,Rc2,71,white,-1.0,17
8/1p2kp1p/2p1b1p1/8/p3BPP1/P6P/1PR2K2/2r5 b - - 10 36,c1c2,Rxc2+,72,black,-1.0,17
8/1p2kp1p/2p1b1p1/8/p3BPP1/P6P/1Pr2K2/8 w - - 0 37,e4c2,Bxc2,73,white,-6.0,16
8/1p2kp1p/2p1b1p1/8/p4PP1/P6P/1PB2K2/8 b - - 0 37,b7b5,b5,74,black,-1.0,15
8/4kp1p/2p1b1p1/1p6/p4PP1/P6P/1PB2K2/8 w - - 0 38,c2d1,Bd1,75,white,-1.0,15
8/4kp1p/2p1b1p1/1p6/p4PP1/P6P/1P3K2/3B4 b - - 1 38,e7d6,Kd6,76,black,-1.0,15
8/5p1p/2pkb1p1/1p6/p4PP1/P6P/1P3K2/3B4 w - - 2 39,f2e3,Ke3,77,white,-1.0,15
8/5p1p/2pkb1p1/1p6/p4PP1/P3K2P/1P6/3B4 b - - 3 39,c6c5,c5,78,black,-1.0,15
8/5p1p/3kb1p1/1pp5/p4PP1/P3K2P/1P6/3B4 w - - 0 40,h3h4,h4,79,white,-1.0,15
8/5p1p/3kb1p1/1pp5/p4PPP/P3K3/1P6/3B4 b - - 0 40,f7f6,f6,80,black,-1.0,15
8/7p/3kbpp1/1pp5/p4PPP/P3K3/1P6/3B4 w - - 0 41,h4h5,h5,81,white,-1.0,15
8/7p/3kbpp1/1pp4P/p4PP1/P3K3/1P6/3B4 b - - 0 41,g6h5,gxh5,82,black,-1.0,15
8/7p/3kbp2/1pp4p/p4PP1/P3K3/1P6/3B4 w - - 0 42,g4h5,gxh5,83,white,-2.0,14
8/7p/3kbp2/1pp4P/p4P2/P3K3/1P6/3B4 b - - 0 42,h7h6,h6,84,black,-1.0,13
8/8/3kbp1p/1pp4P/p4P2/P3K3/1P6/3B4 w - - 0 43,d1e2,Be2,85,white,-1.0,13
8/8/3kbp1p/1pp4P/p4P2/P3K3/1P2B3/8 b - - 1 43,e6c4,Bc4,86,black,-1.0,13
8/8/3k1p1p/1pp4P/p1b2P2/P3K3/1P2B3/8 w - - 2 44,e2f3,Bf3,87,white,-1.0,13
8/8/3k1p1p/1pp4P/p1b2P2/P3KB2/1P6/8 b - - 3 44,c4d5,Bd5,88,black,-1.0,13
8/8/3k1p1p/1ppb3P/p4P2/P3KB2/1P6/8 w - - 4 45,f3e2,Be2,89,white,-1.0,13
8/8/3k1p1p/1ppb3P/p4P2/P3K3/1P2B3/8 b - - 5 45,b5b4,b4,90,black,-1.0,13
8/8/3k1p1p/2pb3P/pp3P2/P3K3/1P2B3/8 w - - 0 46,e3d2,Kd2,91,white,-1.0,13
8/8/3k1p1p/2pb3P/pp3P2/P7/1P1KB3/8 b - - 1 46,d6c6,Kc6,92,black,-1.0,13
8/8/2k2p1p/2pb3P/pp3P2/P7/1P1KB3/8 w - - 2 47,e2g4,Bg4,93,white,-1.0,13
8/8/2k2p1p/2pb3P/pp3PB1/P7/1P1K4/8 b - - 3 47,d5b3,Bb3,94,black,-1.0,13
8/8/2k2p1p/2p4P/pp3PB1/Pb6/1P1K4/8 w - - 4 48,g4f3,Bf3+,95,white,-1.0,13
8/8/2k2p1p/2p4P/pp3P2/Pb3B2/1P1K4/8 b - - 5 48,c6d6,Kd6,96,black,-1.0,13
8/8/3k1p1p/2p4P/pp3P2/Pb3B2/1P1K4/8 w - - 6 49,f3e4,Be4,97,white,-1.0,13
8/8/3k1p1p/2p4P/pp2BP2/Pb6/1P1K4/8 b - - 7 49,d6e6,Ke6,98,black,-1.0,13
8/8/4kp1p/2p4P/pp2BP2/Pb6/1P1K4/8 w - - 8 50,d2e3,Ke3,99,white,-1.0,13
8/8/4kp1p/2p4P/pp2BP2/Pb2K3/1P6/8 b - - 9 50,c5c4,c4,100,black,-1.0,13
8/8/4kp1p/7P/ppp1BP2/Pb2K3/1P6/8 w - - 0 51,e3d2,Kd2,101,white,-1.0,13
8/8/4kp1p/7P/ppp1BP2/Pb6/1P1K4/8 b - - 1 51,c4c3,c3+,102,black,-1.0,13
8/8/4kp1p/7P/pp2BP2/Pbp5/1P1K4/8 w - - 0 52,d2c1,Kc1,103,white,-1.0,13
8/8/4kp1p/7P/pp2BP2/Pbp5/1P6/2K5 b - - 1 52,b4a3,bxa3,104,black,-1.0,13
8/8/4kp1p/7P/p3BP2/pbp5/1P6/2K5 w - - 0 53,b2a3,bxa3,105,white,-2.0,12
8/8/4kp1p/7P/p3BP2/Pbp5/8/2K5 b - - 0 53,e6d6,Kd6,106,black,-1.0,11
8/8/3k1p1p/7P/p3BP2/Pbp5/8/2K5 w - - 1 54,e4f3,Bf3,107,white,-1.0,11
8/8/3k1p1p/7P/p4P2/Pbp2B2/8/2K5 b - - 2 54,d6c5,Kc5,108,black,-1.0,11
8/8/5p1p/2k4P/p4P2/Pbp2B2/8/2K5 w - - 3 55,f4f5,f5,109,white,-1.0,11
8/8/5p1p/2k2P1P/p7/Pbp2B2/8/2K5 b - - 0 55,c5c4,Kc4,110,black,-1.0,11
8/8/5p1p/5P1P/p1k5/Pbp2B2/8/2K5 w - - 1 56,f3c6,Bc6,111,white,-1.0,11
8/8/2B2p1p/5P1P/p1k5/Pbp5/8/2K5 b - - 2 56,c4d3,Kd3,112,black,-1.0,11
8/8/2B2p1p/5P1P/p7/Pbpk4/8/2K5 w - - 3 57,c6d7,Bd7,113,white,-1.0,11
8/3B4/5p1p/5P1P/p7/Pbpk4/8/2K5 b - - 4 57,d3d4,Kd4,114,black,-1.0,11
8/3B4/5p1p/5P1P/p2k4/Pbp5/8/2K5 w - - 5 58,d7c6,Bc6,115,white,-1.0,11
8/8/2B2p1p/5P1P/p2k4/Pbp5/8/2K5 b - - 6 58,d4e5,Ke5,116,black,-1.0,11
8/8/2B2p1p/4kP1P/p7/Pbp5/8/2K5 w - - 7 59,c6d7,Bd7,117,white,-1.0,11
8/3B4/5p1p/4kP1P/p7/Pbp5/8/2K5 b - - 8 59,e5f4,Kf4,118,black,-1.0,11
8/3B4/5p1p/5P1P/p4k2/Pbp5/8/2K5 w - - 9 60,d7c8,Bc8,119,white,-1.0,11
2B5/8/5p1p/5P1P/p4k2/Pbp5/8/2K5 b - - 10 60,f4g5,Kg5,120,black,-1.0,11
2B5/8/5p1p/5PkP/p7/Pbp5/8/2K5 w - - 11 61,c8e6,Be6,121,white,-1.0,11
8/8/4Bp1p/5PkP/p7/Pbp5/8/2K5 b - - 12 61,g5h5,Kxh5,122,black,-1.0,11
8/8/4Bp1p/5P1k/p7/Pbp5/8/2K5 w - - 0 62,e6c8,Bc8,123,white,-2.0,10
2B5/8/5p1p/5P1k/p7/Pbp5/8/2K5 b - - 1 62,h5g4,Kg4,124,black,-2.0,10
2B5/8/5p1p/5P2/p5k1/Pbp5/8/2K5 w - - 2 63,c8a6,Ba6,125,white,-2.0,10
8/8/B4p1p/5P2/p5k1/Pbp5/8/2K5 b - - 3 63,h6h5,h5,126,black,-2.0,10
8/8/B4p2/5P1p/p5k1/Pbp5/8/2K5 w - - 0 64,a6e2,Be2+,127,white,-2.0,10
8/8/5p2/5P1p/p5k1/Pbp5/4B3/2K5 b - - 1 64,g4g5,Kg5,128,black,-2.0,10
8/8/5p2/5Pkp/p7/Pbp5/4B3/2K5 w - - 2 65,e2d3,Bd3,129,white,-2.0,10
8/8/5p2/5Pkp/p7/PbpB4/8/2K5 b - - 3 65,h5h4,h4,130,black,-2.0,10
8/8/5p2/5Pk1/p6p/PbpB4/8/2K5 w - - 0 66,d3f1,Bf1,131,white,-2.0,10
8/8/5p2/5Pk1/p6p/Pbp5/8/2K2B2 b - - 1 66,g5f5,Kxf5,132,black,-2.0,10
rnb1k2r/pp1pppbp/5np1/q1p5/3PP3/2N1BN2/PPP2PPP/R2QKB1R w KQkq - 5 6,d1d2,Qd2,11,white,0.0,32
rnb1k2r/pp1pppbp/5np1/q1p5/3PP3/2N1BN2/PPPQ1PPP/R3KB1R b KQkq - 6 6,b8c6,Nc6,12,black,0.0,32
r1b1k2r/pp1pppbp/2n2np1/q1p5/3PP3/2N1BN2/PPPQ1PPP/R3KB1R w KQkq - 7 7,d4d5,d5,13,white,0.0,32
r1b1k2r/pp1pppbp/2n2np1/q1pP4/4P3/2N1BN2/PPPQ1PPP/R3KB1R b KQkq - 0 7,c6b4,Nb4,14,black,0.0,32
r1b1k2r/pp1pppbp/5np1/q1pP4/1n2P3/2N1BN2/PPPQ1PPP/R3KB1R w KQkq - 1 8,e4e5,e5,15,white,0.0,32
r1b1k2r/pp1pppbp/5np1/q1pPP3/1n6/2N1BN2/PPPQ1PPP/R3KB1R b KQkq - 0 8,f6g4,Ng4,16,black,0.0,32
r1b1k2r/pp1pppbp/6p1/q1pPP3/1n4n1/2N1BN2/PPPQ1PPP/R3KB1R w KQkq - 1 9,e3f4,Bf4,17,white,0.0,32
r1b1k2r/pp1pppbp/6p1/q1pPP3/1n3Bn1/2N2N2/PPPQ1PPP/R3KB1R b KQkq - 2 9,f7f6,f6,18,black,0.0,32
r1b1k2r/pp1pp1bp/5pp1/q1pPP3/1n3Bn1/2N2N2/PPPQ1PPP/R3KB1R w KQkq - 0 10,e5e6,e6,19,white,0.0,32
r1b1k2r/pp1pp1bp/4Ppp1/q1pP4/1n3Bn1/2N2N2/PPPQ1PPP/R3KB1R b KQkq - 0 10,d7e6,dxe6,20,black,0.0,32
r1b1k2r/pp2p1bp/4ppp1/q1pP4/1n3Bn1/2N2N2/PPPQ1PPP/R3KB1R w KQkq - 0 11,f1b5,Bb5+,21,white,-1.0,31
r1b1k2r/pp2p1bp/4ppp1/qBpP4/1n3Bn1/2N2N2/PPPQ1PPP/R3K2R b KQkq - 1 11,e8f7,Kf7,22,black,-1.0,31
r1b4r/pp2pkbp/4ppp1/qBpP4/1n3Bn1/2N2N2/PPPQ1PPP/R3K2R w KQ - 2 12,d5e6,dxe6+,23,white,-1.0,31
r1b4r/pp2pkbp/4Ppp1/qBp5/1n3Bn1/2N2N2/PPPQ1PPP/R3K2R b KQ - 0 12,c8e6,Bxe6,24,black,0.0,30
r6r/pp2pkbp/4bpp1/qBp5/1n3Bn1/2N2N2/PPPQ1PPP/R3K2R w KQ - 0 13,e1g1,O-O,25,white,-1.0,29
r6r/pp2pkbp/4bpp1/qBp5/1n3Bn1/2N2N2/PPPQ1PPP/R4RK1 b - - 1 13,h8d8,Rhd8,26,black,-1.0,29
r2r4/pp2pkbp/4bpp1/qBp5/1n3Bn1/2N2N2/PPPQ1PPP/R4RK1 w - - 2 14,d2e2,Qe2,27,white,-1.0,29
r2r4/pp2pkbp/4bpp1/qBp5/1n3Bn1/2N2N2/PPP1QPPP/R4RK1 b - - 3 14,b4d5,Nd5,28,black,-1.0,29
r2r4/pp2pkbp/4bpp1/qBpn4/5Bn1/2N2N2/PPP1QPPP/R4RK1 w - - 4 15,c3d5,Nxd5,29,white,-1.0,29
r2r4/pp2pkbp/4bpp1/qBpN4/5Bn1/5N2/PPP1QPPP/R4RK1 b - - 0 15,e6d5,Bxd5,30,black,2.2,28
r2r4/pp2pkbp/5pp1/qBpb4/5Bn1/5N2/PPP1QPPP/R4RK1 w - - 0 16,a1d1,Rad1,31,white,-1.0,27
r2r4/pp2pkbp/5pp1/qBpb4/5Bn1/5N2/PPP1QPPP/3R1RK1 b - - 1 16,a7a6,a6,32,black,-1.0,27
r2r4/1p2pkbp/p4pp1/qBpb4/5Bn1/5N2/PPP1QPPP/3R1RK1 w - - 0 17,b5c4,Bc4,33,white,-1.0,27
r2r4/1p2pkbp/p4pp1/q1pb4/2B2Bn1/5N2/PPP1QPPP/3R1RK1 b - - 1 17,e7e6,e6,34,black,-1.0,27
r2r4/1p3kbp/p3ppp1/q1pb4/2B2Bn1/5N2/PPP1QPPP/3R1RK1 w - - 0 18,c4d5,Bxd5,35,white,-1.0,27
r2r4/1p3kbp/p3ppp1/q1pB4/5Bn1/5N2/PPP1QPPP/3R1RK1 b - - 0 18,e6d5,exd5,36,black,2.3,26
r2r4/1p3kbp/p4pp1/q1pp4/5Bn1/5N2/PPP1QPPP/3R1RK1 w - - 0 19,h2h3,h3,37,white,-1.0,25
r2r4/1p3kbp/p4pp1/q1pp4/5Bn1/5N1P/PPP1QPP1/3R1RK1 b - - 0 19,g4h6,Nh6,38,black,-1.0,25
r2r4/1p3kbp/p4ppn/q1pp4/5B2/5N1P/PPP1QPP1/3R1RK1 w - - 1 20,f1e1,Rfe1,39,white,-1.0,25
r2r4/1p3kbp/p4ppn/q1pp4/5B2/5N1P/PPP1QPP1/3RR1K1 b - - 2 20,d8e8,Re8,40,black,-1.0,25
r3r3/1p3kbp/p4ppn/q1pp4/5B2/5N1P/PPP1QPP1/3RR1K1 w - - 3 21,e2d3,Qd3,41,white,-1.0,25
r3r3/1p3kbp/p4ppn/q1pp4/5B2/3Q1N1P/PPP2PP1/3RR1K1 b - - 4 21,c5c4,c4,42,black,-1.0,25
r3r3/1p3kbp/p4ppn/q2p4/2p2B2/3Q1N1P/PPP2PP1/3RR1K1 w - - 0 22,d3d5,Qxd5+,43,white,-1.0,25
r3r3/1p3kbp/p4ppn/q2Q4/2p2B2/5N1P/PPP2PP1/3RR1K1 b - - 0 22,a5d5,Qxd5,44,black,0.0,24
r3r3/1p3kbp/p4ppn/3q4/2p2B2/5N1P/PPP2PP1/3RR1K1 w - - 0 23,d1d5,Rxd5,45,white,-9.0,23
r3r3/1p3kbp/p4ppn/3R4/2p2B2/5N1P/PPP2PP1/4R1K1 b - - 0 23,e8e1,Rxe1+,46,black,0.0,22
r7/1p3kbp/p4ppn/3R4/2p2B2/5N1P/PPP2PP1/4r1K1 w - - 0 24,f3e1,Nxe1,47,white,-5.0,21
r7/1p3kbp/p4ppn/3R4/2p2B2/7P/PPP2PP1/4N1K1 b - - 0 24,a8e8,Re8,48,black,0.0,20
4r3/1p3kbp/p4ppn/3R4/2p2B2/7P/PPP2PP1/4N1K1 w - - 1 25,e1f3,Nf3,49,white,0.0,20
4r3/1p3kbp/p4ppn/3R4/2p2B2/5N1P/PPP2PP1/6K1 b - - 2 25,h6f5,Nf5,50,black,0.0,20
4r3/1p3kbp/p4pp1/3R1n2/2p2B2/5N1P/PPP2PP1/6K1 w - - 3 26,g2g4,g4,51,white,0.0,20
4r3/1p3kbp/p4pp1/3R1n2/2p2BP1/5N1P/PPP2P2/6K1 b - - 0 26,g7h6,Bh6,52,black,0.0,20
4r3/1p3k1p/p4ppb/3R1n2/2p2BP1/5N1P/PPP2P2/6K1 w - - 1 27,f4h6,Bxh6,53,white,0.0,20
4r3/1p3k1p/p4ppB/3R1n2/2p3P1/5N1P/PPP2P2/6K1 b - - 0 27,f5h6,Nxh6,54,black,3.3,19
4r3/1p3k1p/p4ppn/3R4/2p3P1/5N1P/PPP2P2/6K1 w - - 0 28,d5c5,Rc5,55,white,0.0,18
4r3/1p3k1p/p4ppn/2R5/2p3P1/5N1P/PPP2P2/6K1 b - - 1 28,b7b5,b5,56,black,0.0,18
4r3/5k1p/p4ppn/1pR5/2p3P1/5N1P/PPP2P2/6K1 w - - 0 29,f3d4,Nd4,57,white,0.0,18
4r3/5k1p/p4ppn/1pR5/2pN2P1/7P/PPP2P2/6K1 b - - 1 29,e8e1,Re1+,58,black,0.0,18
8/5k1p/p4ppn/1pR5/2pN2P1/7P/PPP2P2/4r1K1 w - - 2 30,g1g2,Kg2,59,white,0.0,18
8/5k1p/p4ppn/1pR5/2pN2P1/7P/PPP2PK1/4r3 b - - 3 30,e1b1,Rb1,60,black,0.0,18
8/5k1p/p4ppn/1pR5/2pN2P1/7P/PPP2PK1/1r6 w - - 4 31,c5c7,Rc7+,61,white,0.0,18
8/2R2k1p/p4ppn/1p6/2pN2P1/7P/PPP2PK1/1r6 b - - 5 31,f7g8,Kg8,62,black,0.0,18
